Player,Club,Market Value,TmPictureLink
Mattéo Guendouzi,SS Lazio,25000000,https://img.a.transfermarkt.technology/portrait/medium/465830-1730125468.jpg?lm=1
Gaetano Castrovilli,SS Lazio,7000000,https://img.a.transfermarkt.technology/portrait/medium/303116-1730126731.jpg?lm=1
Matías Vecino,SS Lazio,2500000,https://img.a.transfermarkt.technology/portrait/medium/143812-1695026891.jpg?lm=1
Toma Bašić,SS Lazio,2000000,https://img.a.transfermarkt.technology/portrait/medium/334835-1695026432.jpg?lm=1
Jean-Daniel Akpa Akpro,SS Lazio,500000,https://img.a.transfermarkt.technology/portrait/medium/170481-1598961837.jpg?lm=1
Manuel Lazzari,SS Lazio,4000000,https://img.a.transfermarkt.technology/portrait/medium/331401-1707947147.jpg?lm=1
Fisayo Dele-Bashiru,SS Lazio,4500000,https://img.a.transfermarkt.technology/portrait/medium/530742-1683029896.jpg?lm=1
André Anderson,SS Lazio,200000,https://img.a.transfermarkt.technology/portrait/medium/601577-1557500332.jpg?lm=1
Cristo Muñoz,SS Lazio,50000,https://img.a.transfermarkt.technology/portrait/medium/834468-1699372288.jpg?lm=1
Mattia Zaccagni,SS Lazio,20000000,https://img.a.transfermarkt.technology/portrait/medium/283735-1695026445.jpg?lm=1
Gustav Isaksen,SS Lazio,12000000,https://img.a.transfermarkt.technology/portrait/medium/462823-1695026324.jpg?lm=1
Tijjani Noslin,SS Lazio,10000000,https://img.a.transfermarkt.technology/portrait/medium/457736-1730184958.jpg?lm=1
Loum Tchaouna,SS Lazio,8000000,https://img.a.transfermarkt.technology/portrait/medium/607226-1695710683.jpg?lm=1
Diego González,SS Lazio,1000000,https://img.a.transfermarkt.technology/portrait/medium/873981-1695026273.jpg?lm=1
Pedro,SS Lazio,1000000,https://img.a.transfermarkt.technology/portrait/medium/65278-1695027154.jpg?lm=1
Taty Castellanos,SS Lazio,20000000,https://img.a.transfermarkt.technology/portrait/medium/522784-1723926679.jpg?lm=1
Boulaye Dia,SS Lazio,15000000,https://img.a.transfermarkt.technology/portrait/medium/626913-1730127040.jpg?lm=1
Vanja Milinković-Savić,Torino FC,5000000,https://img.a.transfermarkt.technology/portrait/medium/257474-1730125139.jpg?lm=1
Alberto Paleari,Torino FC,500000,https://img.a.transfermarkt.technology/portrait/medium/163048-1602149171.jpg?lm=1
Antonio Donnarumma,Torino FC,325000,https://img.a.transfermarkt.technology/portrait/medium/88685-1724826522.jpg?lm=1
Perr Schuurs,Torino FC,17000000,https://img.a.transfermarkt.technology/portrait/medium/418543-1694614988.jpg?lm=1
Saúl Coco,Torino FC,14000000,https://img.a.transfermarkt.technology/portrait/medium/588426-1725531089.jpg?lm=1
Guillermo Maripán,Torino FC,6000000,https://img.a.transfermarkt.technology/portrait/medium/249730-1730123458.jpg?lm=1
Sebastian Walukiewicz,Torino FC,5000000,https://img.a.transfermarkt.technology/portrait/medium/345458-1716985042.jpg?lm=1
Adam Masina,Torino FC,1500000,https://img.a.transfermarkt.technology/portrait/medium/286949-1658130450.jpg?lm=1
Côme Bianay Balcot,Torino FC,200000,https://img.a.transfermarkt.technology/portrait/medium/1059298-1726135841.jpg?lm=1
Mërgim Vojvoda,Torino FC,3000000,https://img.a.transfermarkt.technology/portrait/medium/336125-1661351703.jpg?lm=1
Samuele Ricci,Torino FC,28000000,https://img.a.transfermarkt.technology/portrait/medium/467992-1730125512.jpg?lm=1
Adrien Tamèze,Torino FC,5000000,https://img.a.transfermarkt.technology/portrait/medium/157507-1663672063.jpg?lm=1
Ivan Ilić,Torino FC,18000000,https://img.a.transfermarkt.technology/portrait/medium/470794-1716239802.jpg?lm=1
Karol Linetty,Torino FC,3500000,https://img.a.transfermarkt.technology/portrait/medium/225873-1663596553.jpg?lm=1
Emirhan İlkhan,Torino FC,3000000,https://img.a.transfermarkt.technology/portrait/medium/743091-1695643830.png?lm=1
Gvidas Gineitis,Torino FC,2000000,https://img.a.transfermarkt.technology/portrait/medium/798929-1730125690.jpg?lm=1
Aaron Ciammaglichella,Torino FC,1000000,https://img.a.transfermarkt.technology/portrait/medium/724108-1704901754.jpg?lm=1
Marcus Pedersen,Torino FC,5500000,https://img.a.transfermarkt.technology/portrait/medium/583404-1660759624.jpg?lm=1
Ali Dembélé,Torino FC,800000,https://img.a.transfermarkt.technology/portrait/medium/1004344-1730184789.jpg?lm=1
Brian Bayeye,Torino FC,400000,https://img.a.transfermarkt.technology/portrait/medium/715470-1660115930.jpg?lm=1
Borna Sosa,Torino FC,7500000,https://img.a.transfermarkt.technology/portrait/medium/293194-1716241200.jpg?lm=1
Valentino Lazaro,Torino FC,3500000,https://img.a.transfermarkt.technology/portrait/medium/186368-1692819728.jpg?lm=1
Nikola Vlašić,Torino FC,10000000,https://img.a.transfermarkt.technology/portrait/medium/293200-1695028630.jpg?lm=1
Yann Karamoh,Torino FC,2500000,https://img.a.transfermarkt.technology/portrait/medium/324804-1663596515.jpg?lm=1
Alieu Njie,Torino FC,800000,https://img.a.transfermarkt.technology/portrait/medium/934527-1704902612.jpg?lm=1
Zanos Savva,Torino FC,1000000,https://img.a.transfermarkt.technology/portrait/medium/928900-1719824810.png?lm=1
Ché Adams,Torino FC,15000000,https://img.a.transfermarkt.technology/portrait/medium/346779-1716381473.jpg?lm=1
Antonio Sanabria,Torino FC,7000000,https://img.a.transfermarkt.technology/portrait/medium/234523-1692963077.jpg?lm=1
Duván Zapata,Torino FC,5000000,https://img.a.transfermarkt.technology/portrait/medium/73794-1730126644.jpg?lm=1
Pierluigi Gollini,Genoa CFC,4000000,https://img.a.transfermarkt.technology/portrait/medium/244192-1695026486.jpg?lm=1
Nicola Leali,Genoa CFC,600000,https://img.a.transfermarkt.technology/portrait/medium/136111-1692963337.jpg?lm=1
Franz Stolz,Genoa CFC,200000,https://img.a.transfermarkt.technology/portrait/medium/462699-1693220230.png?lm=1
Daniele Sommariva,Genoa CFC,100000,https://img.a.transfermarkt.technology/portrait/medium/312773-1692963278.jpg?lm=1
Koni De Winter,Genoa CFC,12000000,https://img.a.transfermarkt.technology/portrait/medium/490384-1730126791.jpg?lm=1
Johan Vásquez,Genoa CFC,10000000,https://img.a.transfermarkt.technology/portrait/medium/532937-1666640763.jpg?lm=1
Alan Matturro,Genoa CFC,4000000,https://img.a.transfermarkt.technology/portrait/medium/861981-1692967519.jpg?lm=1
Mattia Bani,Genoa CFC,2500000,https://img.a.transfermarkt.technology/portrait/medium/176139-1595917932.jpg?lm=1
Alessandro Vogliacco,Genoa CFC,2000000,https://img.a.transfermarkt.technology/portrait/medium/330208-1613547642.jpg?lm=1
Alessandro Marcandalli,Genoa CFC,2000000,https://img.a.transfermarkt.technology/portrait/medium/818448-1725528425.jpg?lm=1
Aarón Martín,Genoa CFC,5000000,https://img.a.transfermarkt.technology/portrait/medium/251878-1730126148.jpg?lm=1
Honest Ahanor,Genoa CFC,3000000,https://img.a.transfermarkt.technology/portrait/medium/1077175-1725265871.jpg?lm=1
Alessandro Zanoli,Genoa CFC,5000000,https://img.a.transfermarkt.technology/portrait/medium/397225-1673603620.jpg?lm=1
Brooke Norton-Cuffy,Genoa CFC,4500000,https://img.a.transfermarkt.technology/portrait/medium/728733-1684494525.jpg?lm=1
Stefano Sabelli,Genoa CFC,1500000,https://img.a.transfermarkt.technology/portrait/medium/167491-1595930293.jpg?lm=1
Emil Bohinen,Genoa CFC,1800000,https://img.a.transfermarkt.technology/portrait/medium/406806-1730184593.jpg?lm=1
Lior Kasa,Genoa CFC,1000000,https://img.a.transfermarkt.technology/portrait/medium/1083164-1725265804.jpg?lm=1
Milan Badelj,Genoa CFC,800000,https://img.a.transfermarkt.technology/portrait/medium/40633-1692277462.jpg?lm=1
Morten Frendrup,Genoa CFC,20000000,https://img.a.transfermarkt.technology/portrait/medium/503871-1707815910.jpg?lm=1
Fabio Miretti,Genoa CFC,15000000,https://img.a.transfermarkt.technology/portrait/medium/571607-1652773586.jpg?lm=1
Morten Thorsby,Genoa CFC,3000000,https://img.a.transfermarkt.technology/portrait/medium/226524-1725529624.jpg?lm=1
Filippo Melegoni,Genoa CFC,1000000,https://img.a.transfermarkt.technology/portrait/medium/315862-1730124496.jpg?lm=1
Patrizio Masini,Genoa CFC,400000,https://img.a.transfermarkt.technology/portrait/medium/459665-1665739052.png?lm=1
Ruslan Malinovskyi,Genoa CFC,5000000,https://img.a.transfermarkt.technology/portrait/medium/207877-1663583019.jpg?lm=1
Gastón Pereiro,Genoa CFC,1000000,https://img.a.transfermarkt.technology/portrait/medium/264116-1630510867.jpg?lm=1
Federico Accornero,Genoa CFC,500000,https://img.a.transfermarkt.technology/portrait/medium/650999-1697555766.jpg?lm=1
Junior Messias,Genoa CFC,2500000,https://img.a.transfermarkt.technology/portrait/medium/449151-1663575000.jpg?lm=1
Andrea Pinamonti,Genoa CFC,15000000,https://img.a.transfermarkt.technology/portrait/medium/315865-1692883161.jpg?lm=1
Vitinha,Genoa CFC,14000000,https://img.a.transfermarkt.technology/portrait/medium/586853-1730184491.jpg?lm=1
Jeff Ekhator,Genoa CFC,3000000,https://img.a.transfermarkt.technology/portrait/medium/934878-1723447979.jpg?lm=1
David Ankeye,Genoa CFC,2000000,https://img.a.transfermarkt.technology/portrait/medium/881610-1696948737.png?lm=1
Caleb Ekuban,Genoa CFC,1500000,https://img.a.transfermarkt.technology/portrait/medium/199953-1707213734.jpg?lm=1
Mario Balotelli,Genoa CFC,500000,https://img.a.transfermarkt.technology/portrait/medium/45146-1696865106.png?lm=1
Maduka Okoye,Udinese Calcio,7500000,https://img.a.transfermarkt.technology/portrait/medium/340353-1729542646.jpg?lm=1
Răzvan Sava,Udinese Calcio,2000000,https://img.a.transfermarkt.technology/portrait/medium/568617-1730124399.jpg?lm=1
Daniele Padelli,Udinese Calcio,150000,https://img.a.transfermarkt.technology/portrait/medium/27807-1630653305.jpg?lm=1
Edoardo Piana,Udinese Calcio,25000,https://img.a.transfermarkt.technology/portrait/medium/612059-1673248975.jpg?lm=1
Jaka Bijol,Udinese Calcio,15000000,https://img.a.transfermarkt.technology/portrait/medium/371851-1695029407.jpg?lm=1
Isaak Touré,Udinese Calcio,7000000,https://img.a.transfermarkt.technology/portrait/medium/708678-1645641626.jpg?lm=1
Thomas Kristensen,Udinese Calcio,4500000,https://img.a.transfermarkt.technology/portrait/medium/698259-1696837568.jpg?lm=1
Enzo Ebosse,Udinese Calcio,2500000,https://img.a.transfermarkt.technology/portrait/medium/342877-1659337327.jpg?lm=1
Lautaro Giannetti,Udinese Calcio,2500000,https://img.a.transfermarkt.technology/portrait/medium/225963-1730184191.jpg?lm=1
Matteo Palma,Udinese Calcio,1000000,https://img.a.transfermarkt.technology/portrait/medium/1058354-1730184292.jpg?lm=1
Christian Kabasele,Udinese Calcio,1000000,https://img.a.transfermarkt.technology/portrait/medium/81512-1692277533.jpg?lm=1
James Abankwah,Udinese Calcio,800000,https://img.a.transfermarkt.technology/portrait/medium/648032-1730125344.jpg?lm=1
Axel Guessand,Udinese Calcio,500000,https://img.a.transfermarkt.technology/portrait/medium/925584-1707472080.jpg?lm=1
Jordan Zemura,Udinese Calcio,5000000,https://img.a.transfermarkt.technology/portrait/medium/633530-1730184134.jpg?lm=1
Hassane Kamara,Udinese Calcio,4500000,https://img.a.transfermarkt.technology/portrait/medium/290017-1730126484.jpg?lm=1
Kingsley Ehizibue,Udinese Calcio,2200000,https://img.a.transfermarkt.technology/portrait/medium/272812-1657109971.jpg?lm=1
Jesper Karlström,Udinese Calcio,2000000,https://img.a.transfermarkt.technology/portrait/medium/222855-1730184243.jpg?lm=1
Arthur Atta,Udinese Calcio,1000000,https://img.a.transfermarkt.technology/portrait/medium/855308-1697462067.png?lm=1
Sandi Lovrić,Udinese Calcio,8000000,https://img.a.transfermarkt.technology/portrait/medium/268429-1725531957.jpg?lm=1
Martín Payero,Udinese Calcio,4500000,https://img.a.transfermarkt.technology/portrait/medium/555820-1707213845.jpg?lm=1
Oier Zarraga,Udinese Calcio,2000000,https://img.a.transfermarkt.technology/portrait/medium/524010-1692963352.jpg?lm=1
Rui Modesto,Udinese Calcio,2000000,https://img.a.transfermarkt.technology/portrait/medium/671799-1718958112.jpg?lm=1
Jurgen Ekkelenkamp,Udinese Calcio,5500000,https://img.a.transfermarkt.technology/portrait/medium/361068-1657098697.jpg?lm=1
David Pejičić,Udinese Calcio,1000000,https://img.a.transfermarkt.technology/portrait/medium/1009633-1693205121.jpg?lm=1
Florian Thauvin,Udinese Calcio,5000000,https://img.a.transfermarkt.technology/portrait/medium/184892-1675246062.jpg?lm=1
Lorenzo Lucca,Udinese Calcio,18000000,https://img.a.transfermarkt.technology/portrait/medium/572265-1725531439.jpg?lm=1
Brenner,Udinese Calcio,8500000,https://img.a.transfermarkt.technology/portrait/medium/412366-1692880573.jpg?lm=1
Damián Pizarro,Udinese Calcio,6500000,https://img.a.transfermarkt.technology/portrait/medium/950593-1704212770.jpg?lm=1
Keinan Davis,Udinese Calcio,3000000,https://img.a.transfermarkt.technology/portrait/medium/412660-1707127382.jpg?lm=1
Alexis Sánchez,Udinese Calcio,2500000,https://img.a.transfermarkt.technology/portrait/medium/40433-1660118147.jpg?lm=1
Iker Bravo,Udinese Calcio,1500000,https://img.a.transfermarkt.technology/portrait/medium/741292-1658913909.jpg?lm=1
Gerard Deulofeu,Udinese Calcio,1000000,https://img.a.transfermarkt.technology/portrait/medium/129476-1695029603.jpg?lm=1
Zion Suzuki,Parma Calcio 1913,7000000,https://img.a.transfermarkt.technology/portrait/medium/432298-1713345567.png?lm=1
Leandro Chichizola,Parma Calcio 1913,400000,https://img.a.transfermarkt.technology/portrait/medium/95736-1712347475.jpg?lm=1
Edoardo Corvi,Parma Calcio 1913,350000,https://img.a.transfermarkt.technology/portrait/medium/528181-1712347686.jpg?lm=1
Alessandro Circati,Parma Calcio 1913,8500000,https://img.a.transfermarkt.technology/portrait/medium/867137-1712749046.jpeg?lm=1
Giovanni Leoni,Parma Calcio 1913,4500000,https://img.a.transfermarkt.technology/portrait/medium/1086619-1708673116.jpg?lm=1
Botond Balogh,Parma Calcio 1913,2500000,https://img.a.transfermarkt.technology/portrait/medium/543727-1712348148.jpg?lm=1
Yordan Osorio,Parma Calcio 1913,2200000,https://img.a.transfermarkt.technology/portrait/medium/358165-1719836773.jpg?lm=1
Lautaro Valenti,Parma Calcio 1913,1800000,https://img.a.transfermarkt.technology/portrait/medium/625202-1725530168.jpg?lm=1
Emanuele Valeri,Parma Calcio 1913,2300000,https://img.a.transfermarkt.technology/portrait/medium/445126-1663684061.jpg?lm=1
Gianluca Di Chiara,Parma Calcio 1913,700000,https://img.a.transfermarkt.technology/portrait/medium/189340-1730185094.jpg?lm=1
Enrico Delprato,Parma Calcio 1913,4500000,https://img.a.transfermarkt.technology/portrait/medium/392956-1730185180.jpg?lm=1
Woyo Coulibaly,Parma Calcio 1913,2000000,https://img.a.transfermarkt.technology/portrait/medium/592975-1725530223.jpg?lm=1
Mandela Keita,Parma Calcio 1913,13000000,https://img.a.transfermarkt.technology/portrait/medium/707844-1706174326.jpg?lm=1
Nahuel Estévez,Parma Calcio 1913,3500000,https://img.a.transfermarkt.technology/portrait/medium/552472-1712351642.jpg?lm=1
Adrián Bernabé,Parma Calcio 1913,15000000,https://img.a.transfermarkt.technology/portrait/medium/466802-1714503707.jpg?lm=1
Simon Sohm,Parma Calcio 1913,2700000,https://img.a.transfermarkt.technology/portrait/medium/507486-1686211320.jpg?lm=1
Hernani,Parma Calcio 1913,2000000,https://img.a.transfermarkt.technology/portrait/medium/181768-1686211173.jpg?lm=1
Wylan Cyprien,Parma Calcio 1913,1500000,https://img.a.transfermarkt.technology/portrait/medium/182889-1730185285.jpg?lm=1
Drissa Camara,Parma Calcio 1913,1200000,https://img.a.transfermarkt.technology/portrait/medium/614742-1714503149.jpg?lm=1
Antoine Hainaut,Parma Calcio 1913,750000,https://img.a.transfermarkt.technology/portrait/medium/917375-1730185355.jpg?lm=1
Adrian Benedyczak,Parma Calcio 1913,6000000,https://img.a.transfermarkt.technology/portrait/medium/454386-1686128177.jpg?lm=1
Valentin Mihăilă,Parma Calcio 1913,2800000,https://img.a.transfermarkt.technology/portrait/medium/535469-1718261714.jpg?lm=1
Dennis Man,Parma Calcio 1913,15000000,https://img.a.transfermarkt.technology/portrait/medium/397486-1718259797.jpg?lm=1
Matteo Cancellieri,Parma Calcio 1913,4800000,https://img.a.transfermarkt.technology/portrait/medium/550106-1687191024.jpg?lm=1
Pontus Almqvist,Parma Calcio 1913,3000000,https://img.a.transfermarkt.technology/portrait/medium/300532-1692964187.jpg?lm=1
Anas Haj Mohamed,Parma Calcio 1913,200000,https://img.a.transfermarkt.technology/portrait/medium/883122-1695043116.png?lm=1
Mateusz Kowalski,Parma Calcio 1913,300000,https://img.a.transfermarkt.technology/portrait/medium/902573-1725863860.jpg?lm=1
Ange-Yoan Bonny,Parma Calcio 1913,15000000,https://img.a.transfermarkt.technology/portrait/medium/827734-1697613908.jpg?lm=1
Gabriel Charpentier,Parma Calcio 1913,1600000,https://img.a.transfermarkt.technology/portrait/medium/660342-1725530582.jpg?lm=1
Emil Audero,Como 1907,5000000,https://img.a.transfermarkt.technology/portrait/medium/256339-1663679682.jpg?lm=1
Pepe Reina,Como 1907,600000,https://img.a.transfermarkt.technology/portrait/medium/7825-1724826388.jpg?lm=1
Mauro Vigorito,Como 1907,150000,https://img.a.transfermarkt.technology/portrait/medium/88595-1595851265.jpg?lm=1
Pierre Bolchini,Como 1907,50000,https://img.a.transfermarkt.technology/portrait/medium/431417-1725529910.jpg?lm=1
Alberto Dossena,Como 1907,7000000,https://img.a.transfermarkt.technology/portrait/medium/385394-1686510717.jpg?lm=1
Marc Oliver Kempf,Como 1907,2000000,https://img.a.transfermarkt.technology/portrait/medium/160938-1657098066.jpg?lm=1
Edoardo Goldaniga,Como 1907,1200000,https://img.a.transfermarkt.technology/portrait/medium/242940-1725530007.jpg?lm=1
Federico Barba,Como 1907,1200000,https://img.a.transfermarkt.technology/portrait/medium/165873-1725528561.jpg?lm=1
Fellipe Jack,Como 1907,200000,https://img.a.transfermarkt.technology/portrait/medium/1004723-1680450497.jpg?lm=1
Alberto Moreno,Como 1907,1800000,https://img.a.transfermarkt.technology/portrait/medium/207917-1687268193.jpg?lm=1
Marco Sala,Como 1907,1100000,https://img.a.transfermarkt.technology/portrait/medium/392570-1730185794.jpg?lm=1
Ignace Van der Brempt,Como 1907,3000000,https://img.a.transfermarkt.technology/portrait/medium/490423-1692996873.png?lm=1
Máximo Perrone,Como 1907,9000000,https://img.a.transfermarkt.technology/portrait/medium/668547-1681246573.jpg?lm=1
Yannik Engelhardt,Como 1907,7000000,https://img.a.transfermarkt.technology/portrait/medium/405670-1658504058.jpg?lm=1
Luca Mazzitelli,Como 1907,4000000,https://img.a.transfermarkt.technology/portrait/medium/226025-1730185840.jpg?lm=1
Sergi Roberto,Como 1907,2500000,https://img.a.transfermarkt.technology/portrait/medium/85370-1662585931.jpg?lm=1
Matthias Braunöder,Como 1907,2000000,https://img.a.transfermarkt.technology/portrait/medium/488052-1692968166.png?lm=1
Ben Lhassine Kone,Como 1907,800000,https://img.a.transfermarkt.technology/portrait/medium/522681-1730123598.jpg?lm=1
Daniele Baselli,Como 1907,400000,https://img.a.transfermarkt.technology/portrait/medium/134883-1630509123.jpg?lm=1
Giuseppe Mazzaglia,Como 1907,250000,https://img.a.transfermarkt.technology/portrait/medium/1059730-1730122720.png?lm=1
Alessio Iovine,Como 1907,400000,https://img.a.transfermarkt.technology/portrait/medium/330472-1714813728.jpg?lm=1
Nico Paz,Como 1907,15000000,https://img.a.transfermarkt.technology/portrait/medium/948294-1699472504.jpg?lm=1
Simone Verdi,Como 1907,2500000,https://img.a.transfermarkt.technology/portrait/medium/130360-1663671979.jpg?lm=1
Moutir Chajia,Como 1907,450000,https://img.a.transfermarkt.technology/portrait/medium/448538-1724826700.jpg?lm=1
Naj Razi,Como 1907,300000,https://img.a.transfermarkt.technology/portrait/medium/957295-1707906318.jpg?lm=1
Lucas Da Cunha,Como 1907,6500000,https://img.a.transfermarkt.technology/portrait/medium/495667-1714818116.jpg?lm=1
Alieu Fadera,Como 1907,5000000,https://img.a.transfermarkt.technology/portrait/medium/749552-1714038401.png?lm=1
Ali Jasim,Como 1907,450000,https://img.a.transfermarkt.technology/portrait/medium/877672-1705017475.png?lm=1
Gabriel Strefezza,Como 1907,6000000,https://img.a.transfermarkt.technology/portrait/medium/457673-1692962752.jpg?lm=1
Patrick Cutrone,Como 1907,7000000,https://img.a.transfermarkt.technology/portrait/medium/265078-1714818222.jpg?lm=1
Andrea Belotti,Como 1907,5000000,https://img.a.transfermarkt.technology/portrait/medium/167727-1663581136.jpg?lm=1
Alberto Cerri,Como 1907,1700000,https://img.a.transfermarkt.technology/portrait/medium/197751-1686210523.jpg?lm=1
Alessandro Gabrielloni,Como 1907,1000000,https://img.a.transfermarkt.technology/portrait/medium/311333-1714813246.jpg?lm=1
Stefano Turati,AC Monza,7000000,https://img.a.transfermarkt.technology/portrait/medium/543666-1686126590.jpg?lm=1
Alessio Cragno,AC Monza,1500000,https://img.a.transfermarkt.technology/portrait/medium/12907-1663659430.jpg?lm=1
Semuel Pizzignacco,AC Monza,800000,https://img.a.transfermarkt.technology/portrait/medium/537171-1725530533.jpg?lm=1
Andrea Mazza,AC Monza,75000,https://img.a.transfermarkt.technology/portrait/medium/815567-1707727257.jpg?lm=1
Andrea Carboni,AC Monza,4000000,https://img.a.transfermarkt.technology/portrait/medium/481834-1730125183.jpg?lm=1
Pablo Marí,AC Monza,3500000,https://img.a.transfermarkt.technology/portrait/medium/210178-1663659195.jpg?lm=1
Armando Izzo,AC Monza,2500000,https://img.a.transfermarkt.technology/portrait/medium/32113-1724827391.jpg?lm=1
Luca Caldirola,AC Monza,1300000,https://img.a.transfermarkt.technology/portrait/medium/88680-1712508051.jpg?lm=1
Danilo D'Ambrosio,AC Monza,1000000,https://img.a.transfermarkt.technology/portrait/medium/55769-1595925735.jpg?lm=1
Samuele Birindelli,AC Monza,3500000,https://img.a.transfermarkt.technology/portrait/medium/461019-1613547152.jpg?lm=1
Pedro Pereira,AC Monza,1500000,https://img.a.transfermarkt.technology/portrait/medium/314965-1725528497.jpg?lm=1
Matteo Pessina,AC Monza,15000000,https://img.a.transfermarkt.technology/portrait/medium/332179-1661268524.jpg?lm=1
Warren Bondo,AC Monza,6000000,https://img.a.transfermarkt.technology/portrait/medium/659516-1663659034.jpg?lm=1
Roberto Gagliardini,AC Monza,3000000,https://img.a.transfermarkt.technology/portrait/medium/197471-1641817964.jpg?lm=1
Stefano Sensi,AC Monza,3000000,https://img.a.transfermarkt.technology/portrait/medium/216179-1692962617.jpg?lm=1
Alessandro Bianco,AC Monza,2500000,https://img.a.transfermarkt.technology/portrait/medium/602124-1725528350.jpg?lm=1
Mattia Valoti,AC Monza,1500000,https://img.a.transfermarkt.technology/portrait/medium/167741-1663659383.jpg?lm=1
Patrick Ciurria,AC Monza,4000000,https://img.a.transfermarkt.technology/portrait/medium/255838-1695030937.jpg?lm=1
Georgios Kyriakopoulos,AC Monza,3500000,https://img.a.transfermarkt.technology/portrait/medium/311178-1695030734.jpg?lm=1
Daniel Maldini,AC Monza,6000000,https://img.a.transfermarkt.technology/portrait/medium/539134-1695031448.jpg?lm=1
Samuele Vignato,AC Monza,3500000,https://img.a.transfermarkt.technology/portrait/medium/650966-1707129316.jpg?lm=1
Omari Forson,AC Monza,2000000,https://img.a.transfermarkt.technology/portrait/medium/670845-1722327564.jpg?lm=1
Dany Mota,AC Monza,5000000,https://img.a.transfermarkt.technology/portrait/medium/347253-1652095197.jpg?lm=1
Gianluca Caprari,AC Monza,4000000,https://img.a.transfermarkt.technology/portrait/medium/146752-1663659110.jpg?lm=1
Andrea Petagna,AC Monza,3800000,https://img.a.transfermarkt.technology/portrait/medium/199258-1660297353.jpg?lm=1
Milan Djuric,AC Monza,1500000,https://img.a.transfermarkt.technology/portrait/medium/67556-1628670733.jpg?lm=1
Davide Diaw,AC Monza,900000,https://img.a.transfermarkt.technology/portrait/medium/404995-1664875531.png?lm=1
Mirko Maric,AC Monza,800000,https://img.a.transfermarkt.technology/portrait/medium/215649-1661764396.jpg?lm=1
Wladimiro Falcone,US Lecce,5000000,https://img.a.transfermarkt.technology/portrait/medium/238537-1693308504.jpg?lm=1
Christian Früchtl,US Lecce,1500000,https://img.a.transfermarkt.technology/portrait/medium/336307-1695655759.jpg?lm=1
Alexandru Borbei,US Lecce,150000,https://img.a.transfermarkt.technology/portrait/medium/667640-1709655552.jpg?lm=1
Jasper Samooja,US Lecce,75000,https://img.a.transfermarkt.technology/portrait/medium/712911-1730122886.jpg?lm=1
Federico Baschirotto,US Lecce,6000000,https://img.a.transfermarkt.technology/portrait/medium/351955-1730126092.jpg?lm=1
Andy Pelmard,US Lecce,3000000,https://img.a.transfermarkt.technology/portrait/medium/494236-1730185580.jpg?lm=1
Kialonda Gaspar,US Lecce,2500000,https://img.a.transfermarkt.technology/portrait/medium/836441-1730185525.jpg?lm=1
Kevin Bonifazi,US Lecce,1800000,https://img.a.transfermarkt.technology/portrait/medium/247377-1663656615.jpg?lm=1
Gaby Jean,US Lecce,1000000,https://img.a.transfermarkt.technology/portrait/medium/805886-1692033275.png?lm=1
Sebastian Esposito,US Lecce,200000,https://img.a.transfermarkt.technology/portrait/medium/1118086-1708933470.jpg?lm=1
Antonino Gallo,US Lecce,4500000,https://img.a.transfermarkt.technology/portrait/medium/392516-1663745734.jpg?lm=1
Vernon Addo,US Lecce,150000,https://img.a.transfermarkt.technology/portrait/medium/1017950-1669889030.png?lm=1
Frédéric Guilbert,US Lecce,3000000,https://img.a.transfermarkt.technology/portrait/medium/354352-1673963895.jpg?lm=1
Ylber Ramadani,US Lecce,4000000,https://img.a.transfermarkt.technology/portrait/medium/442703-1691151579.jpg?lm=1
Balthazar Pierret,US Lecce,1000000,https://img.a.transfermarkt.technology/portrait/medium/642002-1730185630.jpg?lm=1
Joan González,US Lecce,4500000,https://img.a.transfermarkt.technology/portrait/medium/692209-1681309894.jpg?lm=1
Mohamed Kaba,US Lecce,3500000,https://img.a.transfermarkt.technology/portrait/medium/911328-1695033138.jpg?lm=1
Lassana Coulibaly,US Lecce,2800000,https://img.a.transfermarkt.technology/portrait/medium/386552-1725529617.jpg?lm=1
Hamza Rafia,US Lecce,1700000,https://img.a.transfermarkt.technology/portrait/medium/418571-1725530321.jpg?lm=1
Medon Berisha,US Lecce,1000000,https://img.a.transfermarkt.technology/portrait/medium/583046-1662114572.jpg?lm=1
Thórir Jóhann Helgason,US Lecce,1000000,https://img.a.transfermarkt.technology/portrait/medium/488996-1725530709.jpg?lm=1
Ed McJannet,US Lecce,150000,https://img.a.transfermarkt.technology/portrait/medium/802243-1709655876.jpg?lm=1
Filip Marchwinski,US Lecce,6000000,https://img.a.transfermarkt.technology/portrait/medium/555106-1671295036.png?lm=1
Rémi Oudin,US Lecce,3500000,https://img.a.transfermarkt.technology/portrait/medium/399543-1662015046.jpg?lm=1
Lameck Banda,US Lecce,6000000,https://img.a.transfermarkt.technology/portrait/medium/545538-1663744937.jpg?lm=1
Tete Morente,US Lecce,2500000,https://img.a.transfermarkt.technology/portrait/medium/339816-1730123532.jpg?lm=1
Ante Rebić,US Lecce,2000000,https://img.a.transfermarkt.technology/portrait/medium/187587-1596115623.jpg?lm=1
Nicola Sansone,US Lecce,1000000,https://img.a.transfermarkt.technology/portrait/medium/82048-1663656944.jpg?lm=1
Patrick Dorgu,US Lecce,12000000,https://img.a.transfermarkt.technology/portrait/medium/926952-1697182638.jpg?lm=1
